"","title","year","volnum","issuenum","pagenum","primauth","tri_instance","st","ct","site","jstor","ststring","ctstring","comm","avoid","fulltri"
"247","Late Archaic Totemism in the Greater American Southwest",2004,69,1,51,"Coulam","42WN420",42,"WN","420","http://www.jstor.org/stable/4128347","Utah","Williamson","","","42WN420"
"248","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland","45CA426",45,"CA","426","http://www.jstor.org/stable/25470539","Washington","Clallam","","","45CA426"
"249","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland","45SJ169",45,"SJ","169","http://www.jstor.org/stable/25470539","Washington","San Juan","","","45SJ169"
"250","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland","45CA426",45,"CA","426","http://www.jstor.org/stable/25470539","Washington","Clallam","","","45CA426"
"251","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland","45SJ169",45,"SJ","169","http://www.jstor.org/stable/25470539","Washington","San Juan","","","45SJ169"
"252","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,212,"Croes","45CA24",45,"CA","24","http://www.jstor.org/stable/25766190","Washington","Clallam","","","45CA24"
"253","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,212,"Croes","45CA240",45,"CA","240","http://www.jstor.org/stable/25766190","Washington","Clallam","","","45CA240"
"254","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,212,"Croes","45CA21",45,"CA","21","http://www.jstor.org/stable/25766190","Washington","Clallam","","","45CA21"
"255","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,213,"Croes","35MU4",35,"MU","4","http://www.jstor.org/stable/25766190","Oregon","Multinomah","","","35MU4"
"256","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo","45SJ24",45,"SJ","24","http://www.jstor.org/stable/4128449","Washington","San Juan","","","45SJ24"
"257","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo","45SJ254",45,"SJ","254","http://www.jstor.org/stable/4128449","Washington","San Juan","","","45SJ254"
"258","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo","45SJ278",45,"SJ","278","http://www.jstor.org/stable/4128449","Washington","San Juan","","","45SJ278"
"259","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo","45SJ280",45,"SJ","280","http://www.jstor.org/stable/4128449","Washington","San Juan","","","45SJ280"
"260","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo","45KI347",45,"KI","347","http://www.jstor.org/stable/4128449","Washington","King","","","45KI347"
"261","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,279,"Faught","8JE740",8,"JE","740","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE740"
"262","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,279,"Faught","8JE1577",8,"JE","1577","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1577"
"263","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,280,"Faught","8JE1552",8,"JE","1552","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1552"
"264","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE781",8,"JE","781","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE781"
"265","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE1550",8,"JE","1550","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1550"
"266","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE1552",8,"JE","1552","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1552"
"267","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE1575",8,"JE","1575","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1575"
"268","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE1574",8,"JE","1574","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1574"
"269","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE1578",8,"JE","1578","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1578"
"270","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught","8JE1579",8,"JE","1579","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1579"
"271","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,285,"Faught","8JE1557",8,"JE","1557","http://www.jstor.org/stable/4128420","Florida","Jefferson","","","8JE1557"
"272","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,131,"Feathers","3CS270",3,"CS","270","http://www.jstor.org/stable/25470541","Arkansas","Cross","","","3CS270"
"273","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,118,"Feathers","1Je31",1,"JE","31","http://www.jstor.org/stable/25470541","Alabama","Jefferson","","","1JE31"
"274","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,118,"Feathers","1Je32",1,"JE","32","http://www.jstor.org/stable/25470541","Alabama","Jefferson","","","1JE32"
"275","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,118,"Feathers","1Je33",1,"JE","33","http://www.jstor.org/stable/25470541","Alabama","Jefferson","","","1JE33"
"276","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,131,"Feathers","3CS270",3,"CS","270","http://www.jstor.org/stable/25470541","Arkansas","Cross","","","3CS270"
"277","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,133,"Feathers","22CO573",22,"CO","573","http://www.jstor.org/stable/25470541","Mississippi","Coahoma","MULTIPLE SITES - NEEDS ADDRESSING","Low, should be included, disambiguate with a new data table entry and note original format in comments","22CO573"
"278","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,133,"Feathers","22CO773",22,"CO","773","http://www.jstor.org/stable/25470541","Mississippi","Coahoma","MULTIPLE SITES - NEEDS ADDRESSING","Low, should be included, disambiguate with a new data table entry and note original format in comments","22CO773"
"279","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,133,"Feathers","22It581",22,"IT","581","http://www.jstor.org/stable/25470541","Mississippi","Itamwamba","","","22IT581"
"280","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner","48UT390",48,"UT","390","http://www.jstor.org/stable/20622429","Wyoming","Uinta","","","48UT390"
"281","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner","48SW1373",48,"SW","1373","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","","","48SW1373"
"282","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner","48SW304",48,"SW","304","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","","","48SW304"
"283","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner","48SW1217",48,"SW","1217","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","","","48SW1217"
"284","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner","48SW1156",48,"SW","1156","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","","","48SW1156"
"285","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner","48SU1006",48,"SU","1006","http://www.jstor.org/stable/20622429","Wyoming","Sublette","","","48SU1006"
"286","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,328,"Fenner","48SU1156",48,"SU","1156","http://www.jstor.org/stable/20622429","Wyoming","Sublette","","","48SU1156"
"287","Reviewed Work: Mound Builders and Monument Makers of the Northern Great Lakes, 1200-1600 by Meghan C. L. Howey",2013,78,3,603,"Foley","20RO1",20,"RO","1","http://www.jstor.org/stable/43184909","Michigan","Roscommon","","","20RO1"
"288","Down To Seeds and Stones: A New Look At The Subsistence Remains From Shawnee-Minisnk",2011,76,1,128,"Gingerich","36MR43",36,"MR","43","http://www.jstor.org/stable/41331877","Pennsylvania","Monroe","","","36MR43"
"289","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41BX1",41,"BX","1","http://www.jstor.org/stable/41331919","Texas","Bexar","","","41BX1"
"290","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41HR80",41,"HR","80","http://www.jstor.org/stable/41331919","Texas","Harris","","","41HR80"
"291","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41NU2",41,"NU","2","http://www.jstor.org/stable/41331919","Texas","Nueces","","","41NU2"
"292","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41GV66",41,"GV","66","http://www.jstor.org/stable/41331919","Texas","Galveston","","","41GV66"
"293","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41LK28",41,"LK","28","http://www.jstor.org/stable/41331919","Texas","Live Oak","","","41LK28"
"294","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41WH39",41,"WH","39","http://www.jstor.org/stable/41331919","Texas","Wharton","","","41WH39"
"295","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41AU36",41,"AU","36","http://www.jstor.org/stable/41331919","Texas","Austin","","","41AU36"
"296","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41FB3",41,"FB","3","http://www.jstor.org/stable/41331919","Texas","Fort Bend","","","41FB3"
"297","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41VT1",41,"VT","1","http://www.jstor.org/stable/41331919","Texas","Victoria","","","41VT1"
"298","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41BX5",41,"BX","5","http://www.jstor.org/stable/41331919","Texas","Bexar","","","41BX5"
"299","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41NU5",41,"NU","5","http://www.jstor.org/stable/41331919","Texas","Nueces","","","41NU5"
"300","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41HR31",41,"HR","31","http://www.jstor.org/stable/41331919","Texas","Harris","","","41HR31"
"301","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41RF1",41,"RF","1","http://www.jstor.org/stable/41331919","Texas","Refugio","","","41RF1"
"302","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41VT4",41,"VT","4","http://www.jstor.org/stable/41331919","Texas","Victoria","","","41VT4"
"303","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41GD2",41,"GD","2","http://www.jstor.org/stable/41331919","Texas","Goliad","","","41GD2"
"304","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard","41AU37",41,"AU","37","http://www.jstor.org/stable/41331919","Texas","Austin","","","41AU37"
"305","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,721,"Hard","41KR241",41,"KR","241","http://www.jstor.org/stable/41331919","Texas","Kerr","","","41KR241"
"306","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,729,"Hard","GV66",41,"GV","66","http://www.jstor.org/stable/41331919","Texas","Galveston","","","41GV66"
"307","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,729,"Hard","HR80",41,"HR","80","http://www.jstor.org/stable/41331919","Texas","Harris","","","41HR80"
"308","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard","NU2",41,"NU","2","http://www.jstor.org/stable/41331919","Texas","Nueces","","","41NU2"
"309","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard","BX1",41,"BX","1","http://www.jstor.org/stable/41331919","Texas","Bexar","","","41BX1"
"310","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard","BX2",41,"BX","2","http://www.jstor.org/stable/41331919","Texas","Bexar","","","41BX2"
"311","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard","AU36",41,"AU","36","http://www.jstor.org/stable/41331919","Texas","Austin","","","41AU36"
"312","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,"Hard","FB3",41,"FB","3","http://www.jstor.org/stable/41331919","Texas","Fort Bend","","","41FB3"
"313","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,"Hard","VT1",41,"VT","1","http://www.jstor.org/stable/41331919","Texas","Victoria","","","41VT1"
"314","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,"Hard","VT2",41,"VT","2","http://www.jstor.org/stable/41331919","Texas","Victoria","","","41VT2"
"315","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,733,"Hard","WH39",41,"WH","39","http://www.jstor.org/stable/41331919","Texas","Wharton","","","41WH39"
"316","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,736,"Hard","KR241",41,"KR","241","http://www.jstor.org/stable/41331919","Texas","Kerr","","","41KR241"
"317","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,741,"Hard","41VT94",41,"VT","94","http://www.jstor.org/stable/41331919","Texas","Victoria","","","41VT94"
"318","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,744,"Hard","41VT98",41,"VT","98","http://www.jstor.org/stable/41331919","Texas","Victoria","","","41VT98"
"319","The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories...",2012,77,2,320,"Hart","20SA1276",20,"SA","1276","http://www.jstor.org/stable/23486065","Michigan","Shiawassee","","","20SA1276"
"320","The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories...",2012,77,2,320,"Hart","20SA1251",20,"SA","1251","http://www.jstor.org/stable/23486065","Michigan","Shiawassee","","","20SA1251"
"321","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,421,"Hill","48SW8842",48,"SW","8842","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","","","48SW8842"
"322","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,421,"Hill","48SW13156",48,"SW","13156","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","","","48SW13156"
"323","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,421,"Hill","48UT375",48,"UT","375","http://www.jstor.org/stable/40035854","Wyoming","Uinta","","","48UT375"
"324","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,425,"Hill","48SW8842",48,"SW","8842","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","","","48SW8842"
"325","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,425,"Hill","48SW13156",48,"SW","13156","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","","","48SW13156"
"326","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,425,"Hill","48UT375",48,"UT","375","http://www.jstor.org/stable/40035854","Wyoming","Uinta","","","48UT375"
"327","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,754,"Hill","25GD51",25,"GD","51","http://www.jstor.org/stable/41331920","Nebraska","Garden","","","25GD51"
"328","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,754,"Hill","25GD111",25,"GD","111","http://www.jstor.org/stable/41331920","Nebraska","Garden","","","25GD111"
"329","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,754,"Hill","25GD19",25,"GD","19","http://www.jstor.org/stable/41331920","Nebraska","Garden","","","25GD19"
"330","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,756,"Hill","25GD51",25,"GD","51","http://www.jstor.org/stable/41331920","Nebraska","Garden","","","25GD51"
"331","A Middle Archaic Burial from East Central Kansas",2004,69,4,717,"Hoard","14DO417",14,"DO","417","http://www.jstor.org/stable/4128445","Kansas","Douglas","","","14DO417"
"332","A Middle Archaic Burial from East Central Kansas",2004,69,4,724,"Hoard","23TA601",23,"TA","601","http://www.jstor.org/stable/4128445","Missouri","Taney","","","23TA601"
"333","A Middle Archaic Burial from East Central Kansas",2004,69,4,724,"Hoard","23GR41B",23,"GR","41B","http://www.jstor.org/stable/4128445","Missouri","Greene","","","23GR41B"
"334","A Middle Archaic Burial from East Central Kansas",2004,69,4,732,"Hoard","11SA87",11,"SA","87","http://www.jstor.org/stable/4128445","Illinois","Sangamon","","","11SA87"
"335","A Middle Archaic Burial from East Central Kansas",2004,69,4,752,"Hoard","11GE4",11,"GE","4","http://www.jstor.org/stable/4128445","Illinois","Greene","","","11GE4"
"336","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard","23MT2",23,"MT","2","http://www.jstor.org/stable/4128445","Missouri","Montgomery","","","23MT2"
"337","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard","23SN866",23,"SN","866","http://www.jstor.org/stable/4128445","Missouri","Shannon","","","23SN866"
"338","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard","13MN2",13,"MN","2","http://www.jstor.org/stable/4128445","Iowa","Monona","","","13MN2"
"339","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard","14LV315",14,"LV","315","http://www.jstor.org/stable/4128445","Kansas","Leavenworth","","","14LV315"
"340","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard","14ST351",14,"ST","351","http://www.jstor.org/stable/4128445","Kansas","Stanton","","","14ST351"
"341","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard","25CN55",25,"CN","55","http://www.jstor.org/stable/4128445","Nebraska","Cheyenne","","","25CN55"
"342","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard","34CM131",34,"CM","131","http://www.jstor.org/stable/4128445","Oklahoma","Comanche","","","34CM131"
"343","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard","48CK7",48,"CK","7","http://www.jstor.org/stable/4128445","Wyoming","Crook","","","48CK7"
"344","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard","48NA67",48,NA,"67","http://www.jstor.org/stable/4128445","Wyoming","Natrona","","","48NA67"
"345","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard","5LR99",5,"LR","99","http://www.jstor.org/stable/4128445","Colorado","Garfield","","","5LR99"
"346","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard","5EA799",5,"EA","799","http://www.jstor.org/stable/4128445","Colorado","Eagle","","","5EA799"
"347","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard","11GE4",11,"GE","4","http://www.jstor.org/stable/4128445","Illinois","Greene","","","11GE4"
"348","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard","11SA87",11,"SA","87","http://www.jstor.org/stable/4128445","Illinois","Sangamon","","","11SA87"
"349","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard","23MN275",23,"MN","275","http://www.jstor.org/stable/4128445","Missouri","Marion","","","23MN275"
"350","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard","14ML307",14,"ML","307","http://www.jstor.org/stable/4128445","Kansas","Mitchell","","","14ML307"
"351","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard","14JW303",14,"JW","303","http://www.jstor.org/stable/4128445","Kansas","Jewell","","","14JW303"
"352","Identifying Stone Tool Cut Marks and the Pre-Clovis Occupation of the Paisley Caves",2013,78,4,763,"Hockett","35LK3400",35,"LK","3400","http://www.jstor.org/stable/43184972","Oregon","Lake","","","35LK3400"
"353","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,266,"Howey","20MA11",20,"MA","11","http://www.jstor.org/stable/40035905","Michigan","Manistee","Originally formatted as 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments","20MA11"
"354","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,266,"Howey","20MA12",20,"MA","12","http://www.jstor.org/stable/40035905","Michigan","Manistee","Originally formatted as 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments","20MA12"
"355","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,268,"Howey","20MA11",20,"MA","11","http://www.jstor.org/stable/40035905","Michigan","Manistee","","","20MA11"
"356","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,268,"Howey","20MA12",20,"MA","12","http://www.jstor.org/stable/40035905","Michigan ","Manistee","","","20MA12"
"357","On Archaeology and the Study of Ritual: Considering Inadequacies in the Culture-History Approach and Quests for Internal ""Meaning"" ",2009,74,1,194,"Howey","20MA19",20,"MA","19","http://www.jstor.org/stable/25470546","Michigan","Manistee","","","20MA19"
"358","Reconsidering Paleoarchaic Mobility in the Central Great Basin",2012,77,2,354,"Jones","26WP4927",26,"WP","4927","http://www.jstor.org/stable/23486067","Nevada","White Pine","","","26WP4927"
"359","Reconsidering Paleoarchaic Mobility in the Central Great Basin",2012,77,2,355,"Jones","26WP2200",26,"WP","2200","http://www.jstor.org/stable/23486067","Nevada","White Pine","","","26WP2200"
"360","Reconsidering Paleoarchaic Mobility in the Central Great Basin",2012,77,2,357,"Jones","26LN2072",26,"LN","2072","http://www.jstor.org/stable/23486067","Nevada","Lincoln","","","26LN2072"
"361","Reevaluating Late Prehistoric Coastal Subsistence and Settlement Strategies: New Data from Grove's Creek Site, Skidaway Island, Georgia",2004,69,4,671,"Keene","09CH71",9,"CH","71","http://www.jstor.org/stable/4128443","Georgia","Chatham","","","9CH71"
"362","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,514,"Kidder","16MA20",16,"MA","20","http://www.jstor.org/stable/4128404","Lousiana","Madison","","","16MA20"
"363","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder","11MS30",11,"MS","30","http://www.jstor.org/stable/4128404","Illinois","Mason","","","11MS30"
"364","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder","9FL5",9,"FL","5","http://www.jstor.org/stable/4128404","Georgia","Floyd","","","9FL5"
"365","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder","40BY13",40,"BY","13","http://www.jstor.org/stable/4128404","Tennessee","Bradley","","","40BY13"
"366","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder","40MR6",40,"MR","6","http://www.jstor.org/stable/4128404","Tennessee","Monroe","","","40MR6"
"367","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder","31MG2/3",31,"MG","23","http://www.jstor.org/stable/4128404","North Carolina","Montgomery","","","31MG23"
"368","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder","22YZ557",22,"YZ","557","http://www.jstor.org/stable/4128404","Mississippi","Yazoo","","","22YZ557"
"369","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder","3LN42",3,"LN","42","http://www.jstor.org/stable/4128404","Arkansas","Lincoln","","","3LN42"
"370","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder","16AV2",16,"AV","2","http://www.jstor.org/stable/4128404","Lousiana","Avoyelles","","","16AV2"
"371","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder","16TE2",16,"TE","2","http://www.jstor.org/stable/4128404","Lousiana","Terrebonne","","","16TE2"
"372","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder","16TE1",16,"TE","1","http://www.jstor.org/stable/4128404","Lousiana","Terrebonne","","","16TE1"
"373","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,527,"Kidder","9BR1",9,"BR","1","http://www.jstor.org/stable/4128404","Georgia","Bartow","","","9BR1"
"374","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,527,"Kidder","22WS500",22,"WS","500","http://www.jstor.org/stable/4128404","Mississippi","Washington","","","22WS500"
"375","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder","11MS2",11,"MS","2","http://www.jstor.org/stable/4128404","Illinois","Mason","","","11MS2"
"376","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder","11S34",11,"S","34","http://www.jstor.org/stable/4128404","Illinois","Mason","","","11S34"
