Title,Year ,Volume Number,Issue Number,Page Number,Primary Author's Last Name,Trinomial Instance,JSTOR LINK,State,County ,Comments,Avoid (H/M/L)
Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships,2010,75,2,212,Croes,45CA24,http://www.jstor.org/stable/25766190,Washington,Clallam,,
Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships,2010,75,2,212,Croes,45CA240,http://www.jstor.org/stable/25766190,Washington,Clallam,,
Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships,2010,75,2,212,Croes,45CA21,http://www.jstor.org/stable/25766190,Washington,Clallam,,
Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships,2010,75,2,213,Croes,35MU4,http://www.jstor.org/stable/25766190,Oregon,Multinomah,,
"Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,Deo,45SJ24,http://www.jstor.org/stable/4128449,Washington,San Juan,,
"Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,Deo,45SJ254,http://www.jstor.org/stable/4128449,Washington,San Juan,,
"Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,Deo,45SJ278,http://www.jstor.org/stable/4128449,Washington,San Juan,,
"Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,Deo,45SJ280,http://www.jstor.org/stable/4128449,Washington,San Juan,,
"Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,Deo,45KI347,http://www.jstor.org/stable/4128449,Washington,King,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,279,Faught,8JE740,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,279,Faught,8JE1577,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,280,Faught,8JE1552,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE781,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE1550,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE1552,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE1575,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE1574,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE1578,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,Faught,8JE1579,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
"The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,285,Faught,8JE1557,http://www.jstor.org/stable/4128420,Florida,Jefferson,,
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,131,Feathers,3CS270,http://www.jstor.org/stable/25470541,Arkansas,Cross,,
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,118,Feathers,1Je31,http://www.jstor.org/stable/25470541,Alabama,Jefferson,,
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,118,Feathers,1Je32,http://www.jstor.org/stable/25470541,Alabama,Jefferson,,
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,118,Feathers,1Je33,http://www.jstor.org/stable/25470541,Alabama,Jefferson,,
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,131,Feathers,3CS270,http://www.jstor.org/stable/25470541,Arkansas,Cross,,
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,133,Feathers,22CO573,http://www.jstor.org/stable/25470541,Mississippi,Coahoma,MULTIPLE SITES - NEEDS ADDRESSING,"Low, should be included, disambiguate with a new data table entry and note original format in comments"
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,133,Feathers,22CO773,http://www.jstor.org/stable/25470541,Mississippi,Coahoma,MULTIPLE SITES - NEEDS ADDRESSING,"Low, should be included, disambiguate with a new data table entry and note original format in comments"
Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?,2009,74,1,133,Feathers,22It581,http://www.jstor.org/stable/25470541,Mississippi,Itamwamba,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,325,Fenner,48UT390,http://www.jstor.org/stable/20622429,Wyoming,Uinta,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,325,Fenner,48SW1373,http://www.jstor.org/stable/20622429,Wyoming,Sweetwater,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,325,Fenner,48SW304,http://www.jstor.org/stable/20622429,Wyoming,Sweetwater,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,325,Fenner,48SW1217,http://www.jstor.org/stable/20622429,Wyoming,Sweetwater,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,325,Fenner,48SW1156,http://www.jstor.org/stable/20622429,Wyoming,Sweetwater,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,325,Fenner,48SU1006,http://www.jstor.org/stable/20622429,Wyoming,Sublette,,
Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ,2009,74,2,328,Fenner,48SU1156,http://www.jstor.org/stable/20622429,Wyoming,Sublette,,
"Reviewed Work: Mound Builders and Monument Makers of the Northern Great Lakes, 1200-1600 by Meghan C. L. Howey",2013,78,3,603,Foley,20RO1,http://www.jstor.org/stable/43184909,Michigan,Roscommon,,
Down To Seeds and Stones: A New Look At The Subsistence Remains From Shawnee-Minisnk,2011,76,1,128,Gingerich,36MR43,http://www.jstor.org/stable/41331877,Pennsylvania,Monroe,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41BX1,http://www.jstor.org/stable/41331919,Texas,Bexar,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41HR80,http://www.jstor.org/stable/41331919,Texas,Harris,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41NU2,http://www.jstor.org/stable/41331919,Texas,Nueces,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41GV66,http://www.jstor.org/stable/41331919,Texas,Galveston,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41LK28,http://www.jstor.org/stable/41331919,Texas,Live Oak,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41WH39,http://www.jstor.org/stable/41331919,Texas,Wharton,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41AU36,http://www.jstor.org/stable/41331919,Texas,Austin,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41FB3,http://www.jstor.org/stable/41331919,Texas,Fort Bend,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41VT1,http://www.jstor.org/stable/41331919,Texas,Victoria,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41BX5,http://www.jstor.org/stable/41331919,Texas,Bexar,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41NU5,http://www.jstor.org/stable/41331919,Texas,Nueces,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41HR31,http://www.jstor.org/stable/41331919,Texas,Harris,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41RF1,http://www.jstor.org/stable/41331919,Texas,Refugio,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41VT4,http://www.jstor.org/stable/41331919,Texas,Victoria,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41GD2,http://www.jstor.org/stable/41331919,Texas,Goliad,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,Hard,41AU37,http://www.jstor.org/stable/41331919,Texas,Austin,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,721,Hard,41KR241,http://www.jstor.org/stable/41331919,Texas,Kerr,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,729,Hard,GV66,http://www.jstor.org/stable/41331919,Texas,Galveston,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,729,Hard,HR80,http://www.jstor.org/stable/41331919,Texas,Harris,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,Hard,NU2,http://www.jstor.org/stable/41331919,Texas,Nueces,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,Hard,BX1,http://www.jstor.org/stable/41331919,Texas,Bexar,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,Hard,BX2,http://www.jstor.org/stable/41331919,Texas,Bexar,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,Hard,AU36,http://www.jstor.org/stable/41331919,Texas,Austin,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,Hard,FB3,http://www.jstor.org/stable/41331919,Texas,Fort Bend,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,Hard,VT1,http://www.jstor.org/stable/41331919,Texas,Victoria,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,Hard,VT2,http://www.jstor.org/stable/41331919,Texas,Victoria,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,733,Hard,WH39,http://www.jstor.org/stable/41331919,Texas,Wharton,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,736,Hard,KR241,http://www.jstor.org/stable/41331919,Texas,Kerr,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,741,Hard,41VT94,http://www.jstor.org/stable/41331919,Texas,Victoria,,
"Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,744,Hard,41VT98,http://www.jstor.org/stable/41331919,Texas,Victoria,,
The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories...,2012,77,2,320,Hart,20SA1276,http://www.jstor.org/stable/23486065,Michigan,Shiawassee,,
The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories...,2012,77,2,320,Hart,20SA1251,http://www.jstor.org/stable/23486065,Michigan,Shiawassee,,
A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites,2007,72,3,421,Hill,48SW8842,http://www.jstor.org/stable/40035854,Wyoming,Sweetwater,,
A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites,2007,72,3,421,Hill,48SW13156,http://www.jstor.org/stable/40035854,Wyoming,Sweetwater,,
A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites,2007,72,3,421,Hill,48UT375,http://www.jstor.org/stable/40035854,Wyoming,Uinta,,
A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites,2007,72,3,425,Hill,48SW8842,http://www.jstor.org/stable/40035854,Wyoming,Sweetwater,,
A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites,2007,72,3,425,Hill,48SW13156,http://www.jstor.org/stable/40035854,Wyoming,Sweetwater,,
A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites,2007,72,3,425,Hill,48UT375,http://www.jstor.org/stable/40035854,Wyoming,Uinta,,
Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska,2011,76,4,754,Hill,25GD51,http://www.jstor.org/stable/41331920,Nebraska,Garden,,
Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska,2011,76,4,754,Hill,25GD111,http://www.jstor.org/stable/41331920,Nebraska,Garden,,
Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska,2011,76,4,754,Hill,25GD19,http://www.jstor.org/stable/41331920,Nebraska,Garden,,
Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska,2011,76,4,756,Hill,25GD51,http://www.jstor.org/stable/41331920,Nebraska,Garden,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,717,Hoard,14DO417,http://www.jstor.org/stable/4128445,Kansas,Douglas,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,724,Hoard,23TA601,http://www.jstor.org/stable/4128445,Missouri,Taney,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,724,Hoard,23GR41B,http://www.jstor.org/stable/4128445,Missouri,Greene,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,732,Hoard,11SA87,http://www.jstor.org/stable/4128445,Illinois,Sangamon,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,752,Hoard,11GE4,http://www.jstor.org/stable/4128445,Illinois,Greene,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,733,Hoard,23MT2,http://www.jstor.org/stable/4128445,Missouri,Montgomery,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,733,Hoard,23SN866,http://www.jstor.org/stable/4128445,Missouri,Shannon,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,733,Hoard,13MN2,http://www.jstor.org/stable/4128445,Iowa,Monona,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,733,Hoard,14LV315,http://www.jstor.org/stable/4128445,Kansas,Leavenworth,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,733,Hoard,14ST351,http://www.jstor.org/stable/4128445,Kansas,Stanton,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,733,Hoard,25CN55,http://www.jstor.org/stable/4128445,Nebraska,Cheyenne,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,734,Hoard,34CM131,http://www.jstor.org/stable/4128445,Oklahoma,Comanche,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,734,Hoard,48CK7,http://www.jstor.org/stable/4128445,Wyoming,Crook,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,734,Hoard,48NA67,http://www.jstor.org/stable/4128445,Wyoming,Natrona,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,734,Hoard,5LR99,http://www.jstor.org/stable/4128445,Colorado,Garfield,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,734,Hoard,5EA799,http://www.jstor.org/stable/4128445,Colorado,Eagle,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,735,Hoard,11GE4,http://www.jstor.org/stable/4128445,Illinois,Greene,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,735,Hoard,11SA87,http://www.jstor.org/stable/4128445,Illinois,Sangamon,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,735,Hoard,23MN275,http://www.jstor.org/stable/4128445,Missouri,Marion,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,735,Hoard,14ML307,http://www.jstor.org/stable/4128445,Kansas,Mitchell,,
A Middle Archaic Burial from East Central Kansas,2004,69,4,735,Hoard,14JW303,http://www.jstor.org/stable/4128445,Kansas,Jewell,,
Identifying Stone Tool Cut Marks and the Pre-Clovis Occupation of the Paisley Caves,2013,78,4,763,Hockett,35LK3400,http://www.jstor.org/stable/43184972,Oregon,Lake,,
Bear's Journey and the Study of Ritual in Archaeology,2006,71,2,266,Howey,20MA11,http://www.jstor.org/stable/40035905,Michigan,Manistee,Originally formatted as 2 trinomials in 1,"Low, should be included, disambiguate with a new data table entry and note original format in comments"
Bear's Journey and the Study of Ritual in Archaeology,2006,71,2,266,Howey,20MA12,http://www.jstor.org/stable/40035905,Michigan,Manistee,Originally formatted as 2 trinomials in 1,"Low, should be included, disambiguate with a new data table entry and note original format in comments"
Bear's Journey and the Study of Ritual in Archaeology,2006,71,2,268,Howey,20MA11,http://www.jstor.org/stable/40035905,Michigan,Manistee,,
Bear's Journey and the Study of Ritual in Archaeology,2006,71,2,268,Howey,20MA12,http://www.jstor.org/stable/40035905,Michigan ,Manistee,,
"On Archaeology and the Study of Ritual: Considering Inadequacies in the Culture-History Approach and Quests for Internal ""Meaning"" ",2009,74,1,194,Howey,20MA19,http://www.jstor.org/stable/25470546,Michigan,Manistee,,
Reconsidering Paleoarchaic Mobility in the Central Great Basin,2012,77,2,354,Jones,26WP4927,http://www.jstor.org/stable/23486067,Nevada,White Pine,,
Reconsidering Paleoarchaic Mobility in the Central Great Basin,2012,77,2,355,Jones,26WP2200,http://www.jstor.org/stable/23486067,Nevada,White Pine,,
Reconsidering Paleoarchaic Mobility in the Central Great Basin,2012,77,2,357,Jones,26LN2072,http://www.jstor.org/stable/23486067,Nevada,Lincoln,,
"Reevaluating Late Prehistoric Coastal Subsistence and Settlement Strategies: New Data from Grove's Creek Site, Skidaway Island, Georgia",2004,69,4,671,Keene,09CH71,http://www.jstor.org/stable/4128443,Georgia,Chatham,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,514,Kidder,16MA20,http://www.jstor.org/stable/4128404,Lousiana,Madison,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,Kidder,11MS30,http://www.jstor.org/stable/4128404,Illinois,Mason,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,Kidder,9FL5,http://www.jstor.org/stable/4128404,Georgia,Floyd,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,Kidder,40BY13,http://www.jstor.org/stable/4128404,Tennessee,Bradley,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,Kidder,40MR6,http://www.jstor.org/stable/4128404,Tennessee,Monroe,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,Kidder,31MG2/3,http://www.jstor.org/stable/4128404,North Carolina,Montgomery,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,Kidder,22YZ557,http://www.jstor.org/stable/4128404,Mississippi,Yazoo,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,Kidder,3LN42,http://www.jstor.org/stable/4128404,Arkansas,Lincoln,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,Kidder,16AV2,http://www.jstor.org/stable/4128404,Lousiana,Avoyelles,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,Kidder,16TE2,http://www.jstor.org/stable/4128404,Lousiana,Terrebonne,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,Kidder,16TE1,http://www.jstor.org/stable/4128404,Lousiana,Terrebonne,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,527,Kidder,9BR1,http://www.jstor.org/stable/4128404,Georgia,Bartow,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,527,Kidder,22WS500,http://www.jstor.org/stable/4128404,Mississippi,Washington,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,Kidder,11MS2,http://www.jstor.org/stable/4128404,Illinois,Mason,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,Kidder,11S34,http://www.jstor.org/stable/4128404,Illinois,Mason,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,Kidder,1TU500,http://www.jstor.org/stable/4128404,Lousiana,Tuscaloosa,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,Kidder,1BA4,http://www.jstor.org/stable/4128404,Alabama,Baldwin,,
"Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,Kidder,22AD504,http://www.jstor.org/stable/4128404,Mississippi,Adams,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,195,Kidder,16WC5,http://www.jstor.org/stable/40035903,Louisiana,West Carroll,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,200,Kidder,22HA520,http://www.jstor.org/stable/40035903,Mississippi,Hancock,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,200,Kidder,22HA525,http://www.jstor.org/stable/40035903,Mississippi,Hancock,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,16CT147,http://www.jstor.org/stable/40035903,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,22Ha501,http://www.jstor.org/stable/40035903,Mississippi,Hancock,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,16WC3,http://www.jstor.org/stable/40035903,Louisiana,West Carroll,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,22Cr504,http://www.jstor.org/stable/40035903,Mississippi,Caroll,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,22Hu505,http://www.jstor.org/stable/40035903,Mississippi,Humphreys,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,16CT17,http://www.jstor.org/stable/40035903,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,16MA47,http://www.jstor.org/stable/40035903,Louisiana,Madison,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,208,Kidder,16CT312,http://www.jstor.org/stable/40035903,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,209,Kidder,16CT17,http://www.jstor.org/stable/40035703,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,209,Kidder,16CT312,http://www.jstor.org/stable/40035703,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,209,Kidder,22Ha506,http://www.jstor.org/stable/40035703,Mississippi,Hancock,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,209,Kidder,16CT509,http://www.jstor.org/stable/40035703,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,16OR7,http://www.jstor.org/stable/40035703,Louisiana,New Orleans,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,22Ha581,http://www.jstor.org/stable/40035703,Mississippi,Hancock,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,16CT354,http://www.jstor.org/stable/40035703,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,16CT3,http://www.jstor.org/stable/40035703,Louisiana,Catahoula,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,16OR6,http://www.jstor.org/stable/40035703,Louisiana,New Orleans,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,16MA20,http://www.jstor.org/stable/40035703,Louisiana,Madison,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,211,Kidder,16ST1,http://www.jstor.org/stable/40035703,Louisiana,Saint Tammany,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,211,Kidder,16MA62,http://www.jstor.org/stable/40035703,Louisiana,Madison,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,210,Kidder,22Ha515,http://www.jstor.org/stable/40035703,Mississippi,Hancock,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,211,Kidder,16MA57,http://www.jstor.org/stable/40035703,Louisiana,Madison,,
Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin,2006,71,2,211,Kidder,16SL126,http://www.jstor.org/stable/40035703,Louisiana,Saint Landry,,
