"","title","year","volnum","issuenum","pagenum","primauth","st","ct","site","jstor","ststring","ctstring","comm","avoid"
"237","Variation in Ohio Hopewell Political Economies",2009,74,1,57,"Coon",33,"HA","41","http://www.jstor.org/stable/25470538","Ohio","Hamilton","",""
"238","Variation in Ohio Hopewell Political Economies",2009,74,1,66,"Coon",33,"WA","2","http://www.jstor.org/stable/25470538","Ohio","Warren","",""
"239","Variation in Ohio Hopewell Political Economies",2009,74,1,67,"Coon",33,"HA","24","http://www.jstor.org/stable/25470538","Ohio","Hamilton","",""
"240","Late Archaic Totemism in the Greater American Southwest",2004,69,1,45,"Coulam",42,"WN","420","http://www.jstor.org/stable/4128347","Utah","Williamson","",""
"241","Late Archaic Totemism in the Greater American Southwest",2004,69,1,45,"Coulam",26,"LN","110","http://www.jstor.org/stable/4128347","Nevada","Lincoln","",""
"242","Late Archaic Totemism in the Greater American Southwest",2004,69,1,45,"Coulam",26,"LN","111","http://www.jstor.org/stable/4128347","Nevada","Lincoln","",""
"243","Late Archaic Totemism in the Greater American Southwest",2004,69,1,45,"Coulam",42,"GR","239","http://www.jstor.org/stable/4128347","Utah","Grand","",""
"246","Late Archaic Totemism in the Greater American Southwest",2004,69,1,45,"Coulam",42,"WN","421","http://www.jstor.org/stable/4128347","Utah","Williamson","",""
"247","Late Archaic Totemism in the Greater American Southwest",2004,69,1,51,"Coulam",42,"WN","420","http://www.jstor.org/stable/4128347","Utah","Williamson","",""
"248","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland",45,"CA","426","http://www.jstor.org/stable/25470539","Washington","Clallam","",""
"249","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland",45,"SJ","169","http://www.jstor.org/stable/25470539","Washington","San Juan","",""
"250","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland",45,"CA","426","http://www.jstor.org/stable/25470539","Washington","Clallam","",""
"251","Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,"Coupland",45,"SJ","169","http://www.jstor.org/stable/25470539","Washington","San Juan","",""
"252","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,212,"Croes",45,"CA","24","http://www.jstor.org/stable/25766190","Washington","Clallam","",""
"253","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,212,"Croes",45,"CA","240","http://www.jstor.org/stable/25766190","Washington","Clallam","",""
"254","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,212,"Croes",45,"CA","21","http://www.jstor.org/stable/25766190","Washington","Clallam","",""
"255","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships",2010,75,2,213,"Croes",35,"MU","4","http://www.jstor.org/stable/25766190","Oregon","Multinomah","",""
"256","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo",45,"SJ","24","http://www.jstor.org/stable/4128449","Washington","San Juan","",""
"257","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo",45,"SJ","254","http://www.jstor.org/stable/4128449","Washington","San Juan","",""
"258","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo",45,"SJ","278","http://www.jstor.org/stable/4128449","Washington","San Juan","",""
"259","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo",45,"SJ","280","http://www.jstor.org/stable/4128449","Washington","San Juan","",""
"260","Building Confidence in Shell: Variations in the Marine Radiocarbon Reservoir Correction for the Northwest Coast over the past 3,000 Years",2004,69,4,774,"Deo",45,"KI","347","http://www.jstor.org/stable/4128449","Washington","King","",""
"261","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,279,"Faught",8,"JE","740","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"262","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,279,"Faught",8,"JE","1577","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"263","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,280,"Faught",8,"JE","1552","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"264","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","781","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"265","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","1550","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"266","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","1552","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"267","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","1575","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"268","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","1574","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"269","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","1578","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"270","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,281,"Faught",8,"JE","1579","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"271","The Underwater Archaeology of Paleolandscapes, Apalachee Bay, Florida",2004,69,2,285,"Faught",8,"JE","1557","http://www.jstor.org/stable/4128420","Florida","Jefferson","",""
"272","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,131,"Feathers",3,"CS","270","http://www.jstor.org/stable/25470541","Arkansas","Cross","",""
"273","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,118,"Feathers",1,"JE","31","http://www.jstor.org/stable/25470541","Alabama","Jefferson","",""
"274","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,118,"Feathers",1,"JE","32","http://www.jstor.org/stable/25470541","Alabama","Jefferson","",""
"275","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,118,"Feathers",1,"JE","33","http://www.jstor.org/stable/25470541","Alabama","Jefferson","",""
"276","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,131,"Feathers",3,"CS","270","http://www.jstor.org/stable/25470541","Arkansas","Cross","",""
"277","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,133,"Feathers",22,"CO","573","http://www.jstor.org/stable/25470541","Mississippi","Coahoma","MULTIPLE SITES - NEEDS ADDRESSING","Low, should be included, disambiguate with a new data table entry and note original format in comments"
"278","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,133,"Feathers",22,"CO","773","http://www.jstor.org/stable/25470541","Mississippi","Coahoma","MULTIPLE SITES - NEEDS ADDRESSING","Low, should be included, disambiguate with a new data table entry and note original format in comments"
"279","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?",2009,74,1,133,"Feathers",22,"IT","581","http://www.jstor.org/stable/25470541","Mississippi","Itamwamba","",""
"280","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner",48,"UT","390","http://www.jstor.org/stable/20622429","Wyoming","Uinta","",""
"281","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner",48,"SW","1373","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","",""
"282","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner",48,"SW","304","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","",""
"283","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner",48,"SW","1217","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","",""
"284","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner",48,"SW","1156","http://www.jstor.org/stable/20622429","Wyoming","Sweetwater","",""
"285","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,325,"Fenner",48,"SU","1006","http://www.jstor.org/stable/20622429","Wyoming","Sublette","",""
"286","Occasional Hunts or Mass Kills? Investigating the Origins of Archaeological Pronghorn Bonebeds in Southwest Wyoming ",2009,74,2,328,"Fenner",48,"SU","1156","http://www.jstor.org/stable/20622429","Wyoming","Sublette","",""
"287","Reviewed Work: Mound Builders and Monument Makers of the Northern Great Lakes, 1200-1600 by Meghan C. L. Howey",2013,78,3,603,"Foley",20,"RO","1","http://www.jstor.org/stable/43184909","Michigan","Roscommon","",""
"288","Down To Seeds and Stones: A New Look At The Subsistence Remains From Shawnee-Minisnk",2011,76,1,128,"Gingerich",36,"MR","43","http://www.jstor.org/stable/41331877","Pennsylvania","Monroe","",""
"289","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"BX","1","http://www.jstor.org/stable/41331919","Texas","Bexar","",""
"290","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"HR","80","http://www.jstor.org/stable/41331919","Texas","Harris","",""
"291","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"NU","2","http://www.jstor.org/stable/41331919","Texas","Nueces","",""
"292","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"GV","66","http://www.jstor.org/stable/41331919","Texas","Galveston","",""
"293","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"LK","28","http://www.jstor.org/stable/41331919","Texas","Live Oak","",""
"294","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"WH","39","http://www.jstor.org/stable/41331919","Texas","Wharton","",""
"295","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"AU","36","http://www.jstor.org/stable/41331919","Texas","Austin","",""
"296","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"FB","3","http://www.jstor.org/stable/41331919","Texas","Fort Bend","",""
"297","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"VT","1","http://www.jstor.org/stable/41331919","Texas","Victoria","",""
"298","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"BX","5","http://www.jstor.org/stable/41331919","Texas","Bexar","",""
"299","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"NU","5","http://www.jstor.org/stable/41331919","Texas","Nueces","",""
"300","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"HR","31","http://www.jstor.org/stable/41331919","Texas","Harris","",""
"301","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"RF","1","http://www.jstor.org/stable/41331919","Texas","Refugio","",""
"302","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"VT","4","http://www.jstor.org/stable/41331919","Texas","Victoria","",""
"303","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"GD","2","http://www.jstor.org/stable/41331919","Texas","Goliad","",""
"304","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,710,"Hard",41,"AU","37","http://www.jstor.org/stable/41331919","Texas","Austin","",""
"305","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,721,"Hard",41,"KR","241","http://www.jstor.org/stable/41331919","Texas","Kerr","",""
"306","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,729,"Hard",NA,"GV","66","http://www.jstor.org/stable/41331919","Texas","Galveston","",""
"307","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,729,"Hard",NA,"HR","80","http://www.jstor.org/stable/41331919","Texas","Harris","",""
"308","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard",NA,"NU","2","http://www.jstor.org/stable/41331919","Texas","Nueces","",""
"309","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard",NA,"BX","1","http://www.jstor.org/stable/41331919","Texas","Bexar","",""
"310","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard",NA,"BX","2","http://www.jstor.org/stable/41331919","Texas","Bexar","",""
"311","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,730,"Hard",NA,"AU","36","http://www.jstor.org/stable/41331919","Texas","Austin","",""
"312","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,"Hard",NA,"FB","3","http://www.jstor.org/stable/41331919","Texas","Fort Bend","",""
"313","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,"Hard",NA,"VT","1","http://www.jstor.org/stable/41331919","Texas","Victoria","",""
"314","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,732,"Hard",NA,"VT","2","http://www.jstor.org/stable/41331919","Texas","Victoria","",""
"315","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,733,"Hard",NA,"WH","39","http://www.jstor.org/stable/41331919","Texas","Wharton","",""
"316","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,736,"Hard",NA,"KR","241","http://www.jstor.org/stable/41331919","Texas","Kerr","",""
"317","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,741,"Hard",41,"VT","94","http://www.jstor.org/stable/41331919","Texas","Victoria","",""
"318","Stable Isotope Study of Hunter-gatherer-fisher Diet, Mobility, and Intensification on the Texas Gulf Coastal Plain",2011,76,4,744,"Hard",41,"VT","98","http://www.jstor.org/stable/41331919","Texas","Victoria","",""
"319","The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories...",2012,77,2,320,"Hart",20,"SA","1276","http://www.jstor.org/stable/23486065","Michigan","Shiawassee","",""
"320","The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories...",2012,77,2,320,"Hart",20,"SA","1251","http://www.jstor.org/stable/23486065","Michigan","Shiawassee","",""
"321","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,421,"Hill",48,"SW","8842","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","",""
"322","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,421,"Hill",48,"SW","13156","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","",""
"323","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,421,"Hill",48,"UT","375","http://www.jstor.org/stable/40035854","Wyoming","Uinta","",""
"324","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,425,"Hill",48,"SW","8842","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","",""
"325","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,425,"Hill",48,"SW","13156","http://www.jstor.org/stable/40035854","Wyoming","Sweetwater","",""
"326","A Moveable Feast: Variation in Faunal Resource Use among Central and Western North American Paleoindian Sites",2007,72,3,425,"Hill",48,"UT","375","http://www.jstor.org/stable/40035854","Wyoming","Uinta","",""
"327","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,754,"Hill",25,"GD","51","http://www.jstor.org/stable/41331920","Nebraska","Garden","",""
"328","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,754,"Hill",25,"GD","111","http://www.jstor.org/stable/41331920","Nebraska","Garden","",""
"329","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,754,"Hill",25,"GD","19","http://www.jstor.org/stable/41331920","Nebraska","Garden","",""
"330","Site Structure and Activity Organization at a Late Paleoindian Base Camp in Western Nebraska",2011,76,4,756,"Hill",25,"GD","51","http://www.jstor.org/stable/41331920","Nebraska","Garden","",""
"331","A Middle Archaic Burial from East Central Kansas",2004,69,4,717,"Hoard",14,"DO","417","http://www.jstor.org/stable/4128445","Kansas","Douglas","",""
"332","A Middle Archaic Burial from East Central Kansas",2004,69,4,724,"Hoard",23,"TA","601","http://www.jstor.org/stable/4128445","Missouri","Taney","",""
"333","A Middle Archaic Burial from East Central Kansas",2004,69,4,724,"Hoard",23,"GR","41B","http://www.jstor.org/stable/4128445","Missouri","Greene","",""
"334","A Middle Archaic Burial from East Central Kansas",2004,69,4,732,"Hoard",11,"SA","87","http://www.jstor.org/stable/4128445","Illinois","Sangamon","",""
"335","A Middle Archaic Burial from East Central Kansas",2004,69,4,752,"Hoard",11,"GE","4","http://www.jstor.org/stable/4128445","Illinois","Greene","",""
"336","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard",23,"MT","2","http://www.jstor.org/stable/4128445","Missouri","Montgomery","",""
"337","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard",23,"SN","866","http://www.jstor.org/stable/4128445","Missouri","Shannon","",""
"338","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard",13,"MN","2","http://www.jstor.org/stable/4128445","Iowa","Monona","",""
"339","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard",14,"LV","315","http://www.jstor.org/stable/4128445","Kansas","Leavenworth","",""
"340","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard",14,"ST","351","http://www.jstor.org/stable/4128445","Kansas","Stanton","",""
"341","A Middle Archaic Burial from East Central Kansas",2004,69,4,733,"Hoard",25,"CN","55","http://www.jstor.org/stable/4128445","Nebraska","Cheyenne","",""
"342","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard",34,"CM","131","http://www.jstor.org/stable/4128445","Oklahoma","Comanche","",""
"343","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard",48,"CK","7","http://www.jstor.org/stable/4128445","Wyoming","Crook","",""
"345","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard",5,"LR","99","http://www.jstor.org/stable/4128445","Colorado","Garfield","",""
"346","A Middle Archaic Burial from East Central Kansas",2004,69,4,734,"Hoard",5,"EA","799","http://www.jstor.org/stable/4128445","Colorado","Eagle","",""
"347","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard",11,"GE","4","http://www.jstor.org/stable/4128445","Illinois","Greene","",""
"348","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard",11,"SA","87","http://www.jstor.org/stable/4128445","Illinois","Sangamon","",""
"349","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard",23,"MN","275","http://www.jstor.org/stable/4128445","Missouri","Marion","",""
"350","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard",14,"ML","307","http://www.jstor.org/stable/4128445","Kansas","Mitchell","",""
"351","A Middle Archaic Burial from East Central Kansas",2004,69,4,735,"Hoard",14,"JW","303","http://www.jstor.org/stable/4128445","Kansas","Jewell","",""
"352","Identifying Stone Tool Cut Marks and the Pre-Clovis Occupation of the Paisley Caves",2013,78,4,763,"Hockett",35,"LK","3400","http://www.jstor.org/stable/43184972","Oregon","Lake","",""
"353","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,266,"Howey",20,"MA","11","http://www.jstor.org/stable/40035905","Michigan","Manistee","Originally formatted as 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments"
"354","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,266,"Howey",20,"MA","12","http://www.jstor.org/stable/40035905","Michigan","Manistee","Originally formatted as 2 trinomials in 1","Low, should be included, disambiguate with a new data table entry and note original format in comments"
"355","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,268,"Howey",20,"MA","11","http://www.jstor.org/stable/40035905","Michigan","Manistee","",""
"356","Bear's Journey and the Study of Ritual in Archaeology",2006,71,2,268,"Howey",20,"MA","12","http://www.jstor.org/stable/40035905","Michigan ","Manistee","",""
"357","On Archaeology and the Study of Ritual: Considering Inadequacies in the Culture-History Approach and Quests for Internal ""Meaning"" ",2009,74,1,194,"Howey",20,"MA","19","http://www.jstor.org/stable/25470546","Michigan","Manistee","",""
"358","Reconsidering Paleoarchaic Mobility in the Central Great Basin",2012,77,2,354,"Jones",26,"WP","4927","http://www.jstor.org/stable/23486067","Nevada","White Pine","",""
"359","Reconsidering Paleoarchaic Mobility in the Central Great Basin",2012,77,2,355,"Jones",26,"WP","2200","http://www.jstor.org/stable/23486067","Nevada","White Pine","",""
"360","Reconsidering Paleoarchaic Mobility in the Central Great Basin",2012,77,2,357,"Jones",26,"LN","2072","http://www.jstor.org/stable/23486067","Nevada","Lincoln","",""
"361","Reevaluating Late Prehistoric Coastal Subsistence and Settlement Strategies: New Data from Grove's Creek Site, Skidaway Island, Georgia",2004,69,4,671,"Keene",9,"CH","71","http://www.jstor.org/stable/4128443","Georgia","Chatham","",""
"362","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,514,"Kidder",16,"MA","20","http://www.jstor.org/stable/4128404","Lousiana","Madison","",""
"363","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder",11,"MS","30","http://www.jstor.org/stable/4128404","Illinois","Mason","",""
"364","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder",9,"FL","5","http://www.jstor.org/stable/4128404","Georgia","Floyd","",""
"365","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder",40,"BY","13","http://www.jstor.org/stable/4128404","Tennessee","Bradley","",""
"366","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder",40,"MR","6","http://www.jstor.org/stable/4128404","Tennessee","Monroe","",""
"367","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,516,"Kidder",31,"MG","23","http://www.jstor.org/stable/4128404","North Carolina","Montgomery","",""
"368","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder",22,"YZ","557","http://www.jstor.org/stable/4128404","Mississippi","Yazoo","",""
"369","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder",3,"LN","42","http://www.jstor.org/stable/4128404","Arkansas","Lincoln","",""
"370","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder",16,"AV","2","http://www.jstor.org/stable/4128404","Lousiana","Avoyelles","",""
"371","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder",16,"TE","2","http://www.jstor.org/stable/4128404","Lousiana","Terrebonne","",""
"372","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,526,"Kidder",16,"TE","1","http://www.jstor.org/stable/4128404","Lousiana","Terrebonne","",""
"373","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,527,"Kidder",9,"BR","1","http://www.jstor.org/stable/4128404","Georgia","Bartow","",""
"374","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,527,"Kidder",22,"WS","500","http://www.jstor.org/stable/4128404","Mississippi","Washington","",""
"375","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder",11,"MS","2","http://www.jstor.org/stable/4128404","Illinois","Mason","",""
"376","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder",11,"S","34","http://www.jstor.org/stable/4128404","Illinois","Mason","",""
"377","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder",1,"TU","500","http://www.jstor.org/stable/4128404","Lousiana","Tuscaloosa","",""
"378","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder",1,"BA","4","http://www.jstor.org/stable/4128404","Alabama","Baldwin","",""
"379","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana",2004,69,3,528,"Kidder",22,"AD","504","http://www.jstor.org/stable/4128404","Mississippi","Adams","",""
"380","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,195,"Kidder",16,"WC","5","http://www.jstor.org/stable/40035903","Louisiana","West Carroll","",""
"381","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,200,"Kidder",22,"HA","520","http://www.jstor.org/stable/40035903","Mississippi","Hancock","",""
"382","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,200,"Kidder",22,"HA","525","http://www.jstor.org/stable/40035903","Mississippi","Hancock","",""
"383","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",16,"CT","147","http://www.jstor.org/stable/40035903","Louisiana","Catahoula","",""
"384","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",22,"HA","501","http://www.jstor.org/stable/40035903","Mississippi","Hancock","",""
